filename,composer,type,tracks,4per_beat,first_key_sig,predicted_key_sig,first_time_n,first_time_d,first_time_32nd,time_clocks_per_click,first_note,first_note_time,has_note_off,has_key_change,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0556 Short Prelude and Fugue n4 (Spurious)_1.mid,Bach,1,4,384,,F,3,8,8,24,A,0,True,False,26.0,4.0,35.0,4.0,15.0,20.0,8.0,33.0,0.0,36.0,30.0,3.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0556 Short Prelude and Fugue n4 (Spurious)_2.mid,Bach,1,4,384,,C,3,8,8,24,F,0,True,False,30.0,0.0,15.0,1.0,24.0,13.0,9.0,17.0,7.0,32.0,5.0,14.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpn_op66_4.mid,Chopin,1,3,480,Db,C#,4,4,8,24,F#,0,True,False,26.0,37.0,6.0,43.0,2.0,31.0,24.0,5.0,63.0,4.0,42.0,6.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh84mpatg_3.mid,Hays,1,10,96,F,C,4,4,8,24,D,0,True,False,112.0,3.0,77.0,0.0,23.0,176.0,70.0,26.0,0.0,64.0,60.0,47.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0556 Short Prelude and Fugue n4 (Spurious)_4.mid,Bach,1,4,384,,F,4,4,8,24,E,0,True,False,55.0,0.0,23.0,4.0,32.0,63.0,0.0,51.0,0.0,38.0,41.0,9.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpn_op66_6.mid,Chopin,1,3,480,E,E,4,4,8,24,G#,0,True,False,31.0,68.0,4.0,76.0,29.0,11.0,80.0,7.0,58.0,48.0,14.0,17.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpn_op66_7.mid,Chopin,1,3,480,E,E,4,4,8,24,G#,0,True,False,7.0,90.0,2.0,34.0,58.0,2.0,16.0,8.0,106.0,28.0,2.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0557 Short Prelude and Fugue n5 (Spurious)_1.mid,Bach,1,4,384,,G,4,4,8,24,G,0,True,False,12.0,9.0,32.0,2.0,21.0,0.0,26.0,47.0,3.0,37.0,0.0,34.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpn_op66_8.mid,Chopin,1,3,480,E,C#,4,4,8,24,D#,0,True,False,1.0,34.0,0.0,35.0,0.0,12.0,6.0,0.0,65.0,0.0,1.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0557 Short Prelude and Fugue n5 (Spurious)_2.mid,Bach,1,4,384,,G,4,4,8,24,C,0,True,False,21.0,4.0,33.0,6.0,33.0,0.0,32.0,35.0,0.0,35.0,0.0,30.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh84sbs_3.mid,Hays,1,10,96,F,C,2,4,8,24,D,0,True,False,65.0,2.0,62.0,0.0,16.0,51.0,7.0,42.0,0.0,49.0,40.0,24.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0557 Short Prelude and Fugue n5 (Spurious)_3.mid,Bach,1,4,384,,G,4,4,8,24,D,0,True,False,23.0,3.0,29.0,0.0,17.0,3.0,18.0,27.0,0.0,21.0,0.0,23.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh84sbs_4.mid,Hays,1,10,96,F,C,1,8,8,12,C,0,True,False,76.0,2.0,59.0,1.0,12.0,75.0,42.0,22.0,0.0,44.0,44.0,28.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0558 Short Prelude and Fugue n6 (Spurious)_0.mid,Bach,1,4,384,,A#,6,4,8,24,D,0,True,False,40.0,0.0,39.0,20.0,0.0,39.0,2.0,25.0,0.0,19.0,27.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh84sbs_5.mid,Hays,1,10,96,F,C,3,8,8,12,C,0,True,False,39.0,7.0,69.0,4.0,14.0,67.0,24.0,45.0,0.0,41.0,38.0,41.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0558 Short Prelude and Fugue n6 (Spurious)_2.mid,Bach,1,4,384,,A#,6,4,8,24,C,0,True,False,17.0,4.0,30.0,5.0,3.0,2.0,18.0,37.0,0.0,28.0,29.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh84sbs_6.mid,Hays,1,10,96,F,C,2,4,8,24,A,0,True,False,76.0,6.0,57.0,4.0,12.0,56.0,7.0,43.0,0.0,45.0,32.0,38.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0558 Short Prelude and Fugue n6 (Spurious)_3.mid,Bach,1,4,384,,A#,4,4,8,24,G,0,True,False,29.0,6.0,49.0,18.0,12.0,25.0,6.0,39.0,0.0,46.0,32.0,1.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpn_op7_1_5.mid,Chopin,1,3,480,Bb,C#,3,4,8,24,A#,0,True,False,24.0,33.0,12.0,13.0,8.0,31.0,21.0,6.0,0.0,7.0,33.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0558 Short Prelude and Fugue n6 (Spurious)_4.mid,Bach,1,4,384,,A#,4,4,8,24,C,0,True,False,51.0,0.0,46.0,25.0,1.0,22.0,12.0,47.0,8.0,29.0,36.0,8.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh84sbs_8.mid,Hays,1,10,96,F,C,2,4,8,24,D,0,True,False,43.0,5.0,53.0,0.0,15.0,67.0,26.0,19.0,0.0,36.0,36.0,31.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0558 Short Prelude and Fugue n6 (Spurious)_5.mid,Bach,1,4,384,,A#,4,4,8,24,D,0,True,False,4.0,0.0,7.0,4.0,0.0,1.0,2.0,6.0,0.0,5.0,2.0,3.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpn_op7_2_0.mid,Chopin,1,3,480,C,C,3,4,8,24,E,0,True,False,11.0,2.0,23.0,5.0,27.0,17.0,1.0,5.0,7.0,19.0,3.0,16.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpn_op7_2_1.mid,Chopin,1,3,480,C,C,3,4,8,24,C,0,True,False,12.0,2.0,23.0,5.0,28.0,17.0,1.0,5.0,7.0,22.0,3.0,16.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0559 Short Prelude and Fugue n7 (Spurious)_1.mid,Bach,1,4,384,,G,4,4,8,24,E,0,True,False,21.0,0.0,13.0,2.0,18.0,2.0,7.0,8.0,5.0,20.0,0.0,21.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0559 Short Prelude and Fugue n7 (Spurious)_2.mid,Bach,1,4,384,,G,6,8,8,24,A,0,True,False,18.0,1.0,19.0,4.0,27.0,10.0,11.0,18.0,5.0,22.0,0.0,22.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh84sms_1.mid,Hays,1,10,96,Ab,D#,3,4,8,24,D#,0,True,False,27.0,18.0,43.0,43.0,4.0,9.0,72.0,23.0,27.0,1.0,40.0,19.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh84sms_10.mid,Hays,1,10,96,Ab,C#,3,4,8,24,G,0,True,False,25.0,27.0,40.0,46.0,0.0,23.0,67.0,25.0,48.0,4.0,51.0,18.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0560 Short Prelude and Fugue n8 (Spurious)_0.mid,Bach,1,4,384,,A#,4,4,8,24,A#,0,True,False,62.0,0.0,54.0,31.0,8.0,58.0,2.0,33.0,3.0,39.0,50.0,6.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh84sms_11.mid,Hays,1,10,96,Ab,C#,3,4,8,24,F,0,True,False,24.0,18.0,43.0,48.0,0.0,10.0,72.0,21.0,33.0,1.0,38.0,21.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpn_op7_2_6.mid,Chopin,1,3,480,A,D,3,4,8,24,A,0,True,True,0.0,13.0,22.0,1.0,17.0,4.0,8.0,8.0,8.0,14.0,0.0,8.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh84sms_12.mid,Hays,1,10,96,Ab,C#,3,4,8,24,G#,0,True,False,47.0,29.0,39.0,57.0,5.0,13.0,45.0,12.0,69.0,6.0,24.0,31.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0560 Short Prelude and Fugue n8 (Spurious)_2.mid,Bach,1,4,384,,A#,4,4,8,24,D,0,True,False,25.0,0.0,32.0,19.0,1.0,38.0,0.0,13.0,2.0,21.0,40.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh84sms_13.mid,Hays,1,10,96,Ab,D#,3,4,8,24,G#,0,True,False,61.0,30.0,34.0,117.0,3.0,18.0,0.0,20.0,80.0,4.0,15.0,55.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0560 Short Prelude and Fugue n8 (Spurious)_3.mid,Bach,1,4,384,,A#,3,4,8,24,F,0,True,False,27.0,0.0,26.0,24.0,5.0,38.0,0.0,21.0,0.0,22.0,37.0,1.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0560 Short Prelude and Fugue n8 (Spurious)_4.mid,Bach,1,4,384,,A#,3,4,8,24,C,0,True,False,25.0,0.0,28.0,18.0,1.0,16.0,8.0,39.0,3.0,21.0,33.0,1.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpson3b_2.mid,Chopin,1,2,384,C,E,4,4,8,96,F#,0,True,False,8.0,28.0,9.0,13.0,11.0,9.0,22.0,0.0,23.0,16.0,14.0,25.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh84sms_15.mid,Hays,1,10,96,Ab,D#,3,4,8,24,C,0,True,False,21.0,20.0,31.0,38.0,0.0,21.0,46.0,23.0,35.0,3.0,49.0,14.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpson3b_3.mid,Chopin,1,2,384,C,A,4,4,8,96,E,0,True,False,0.0,20.0,10.0,9.0,20.0,0.0,14.0,0.0,23.0,14.0,8.0,28.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh84sms_2.mid,Hays,1,10,96,Ab,C#,3,4,8,24,C,0,True,False,52.0,34.0,38.0,57.0,4.0,15.0,35.0,14.0,70.0,6.0,22.0,45.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpson3b_4.mid,Chopin,1,2,384,C,D#,4,4,8,96,B,0,True,False,15.0,10.0,18.0,33.0,7.0,8.0,9.0,40.0,24.0,17.0,39.0,17.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0561 Fantasie and Fuga_1.mid,Bach,1,4,384,,A,4,4,8,24,A,0,True,False,37.0,22.0,47.0,1.0,54.0,18.0,15.0,11.0,27.0,71.0,1.0,54.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh84sms_3.mid,Hays,1,10,96,Ab,D#,3,4,8,24,C,0,True,False,64.0,30.0,34.0,117.0,5.0,18.0,0.0,22.0,80.0,4.0,15.0,55.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpson3b_5.mid,Chopin,1,2,384,C,D#,4,4,8,96,A#,0,True,False,46.0,4.0,16.0,61.0,3.0,32.0,0.0,63.0,29.0,11.0,51.0,7.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0561 Fantasie and Fuga_2.mid,Bach,1,4,384,,G,4,4,8,24,C#,0,True,False,55.0,14.0,63.0,2.0,52.0,16.0,22.0,21.0,38.0,88.0,14.0,57.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpson3c_0.mid,Chopin,1,2,384,C,B,4,4,8,96,D#,0.40719656249999997,True,False,2.0,9.0,2.0,21.0,19.0,2.0,19.0,5.0,3.0,0.0,9.0,18.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0561 Fantasie and Fuga_3.mid,Bach,1,4,384,,G,4,4,8,24,A,0,True,False,29.0,1.0,31.0,5.0,52.0,7.0,20.0,33.0,5.0,47.0,0.0,38.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh84sms_5.mid,Hays,1,10,96,Ab,C#,3,4,8,24,F,0,True,False,25.0,32.0,40.0,44.0,0.0,26.0,68.0,19.0,49.0,4.0,44.0,18.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpson3c_10.mid,Chopin,1,2,384,C,C#,4,4,8,96,A,0,True,False,16.0,5.0,7.0,20.0,6.0,7.0,15.0,2.0,11.0,8.0,8.0,8.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpson3c_11.mid,Chopin,1,2,384,C,B,4,4,8,96,E,0,True,False,0.0,12.0,1.0,23.0,13.0,3.0,33.0,2.0,7.0,0.0,11.0,18.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpson3c_12.mid,Chopin,1,2,384,C,B,4,4,8,96,F#,0,True,False,1.0,10.0,1.0,11.0,20.0,2.0,25.0,5.0,17.0,1.0,8.0,24.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpson3c_13.mid,Chopin,1,2,384,C,B,4,4,8,96,G#,0,True,False,8.0,14.0,2.0,21.0,10.0,3.0,29.0,5.0,19.0,1.0,19.0,18.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpson3c_14.mid,Chopin,1,2,384,C,E,4,4,8,96,D#,1.3992531249999998,True,False,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh85rajah_1.mid,Hays,1,3,96,Eb,D#,2,4,8,24,D,0,True,False,13.0,0.0,21.0,26.0,3.0,18.0,0.0,35.0,27.0,6.0,65.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpson3c_2.mid,Chopin,1,2,384,C,B,4,4,8,96,G#,0,True,False,3.0,17.0,0.0,25.0,33.0,0.0,26.0,5.0,14.0,1.0,7.0,29.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0563 Fantasie con imitation_1.mid,Bach,1,4,384,,D,4,4,8,24,B,0,True,False,1.0,25.0,17.0,2.0,19.0,1.0,21.0,13.0,4.0,5.0,12.0,26.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpson3c_3.mid,Chopin,1,2,384,C,B,4,4,8,96,C#,0,True,False,1.0,10.0,7.0,7.0,20.0,1.0,13.0,6.0,16.0,3.0,10.0,27.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh85rajah_2.mid,Hays,1,3,96,Eb,D#,2,4,8,24,F,0,True,False,18.0,0.0,24.0,26.0,1.0,40.0,1.0,22.0,24.0,6.0,40.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpson3c_4.mid,Chopin,1,2,384,C,E,4,4,8,96,B,0,True,False,1.0,14.0,1.0,8.0,29.0,1.0,14.0,0.0,30.0,15.0,0.0,31.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh85rajah_3.mid,Hays,1,3,96,Eb,D#,2,4,8,24,F,0,True,True,2.0,1.0,13.0,16.0,2.0,27.0,1.0,13.0,13.0,1.0,27.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0563 Fantasie con imitation_3.mid,Bach,1,4,384,,D,3,4,8,24,G#,0,True,False,0.0,18.0,14.0,1.0,14.0,0.0,11.0,8.0,3.0,11.0,2.0,15.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh85rajah_4.mid,Hays,1,3,96,Ab,G#,2,4,8,24,A#,0,True,True,29.0,19.0,8.0,44.0,0.0,16.0,0.0,21.0,38.0,2.0,17.0,6.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0563 Fantasie con imitation_4.mid,Bach,1,4,384,,D,3,4,8,24,B,0,True,False,0.0,13.0,15.0,1.0,11.0,0.0,18.0,9.0,5.0,14.0,6.0,23.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpson3c_6.mid,Chopin,1,2,384,C,E,4,4,8,96,G#,0,True,False,1.0,14.0,1.0,15.0,27.0,0.0,8.0,1.0,28.0,13.0,3.0,23.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0563 Fantasie con imitation_5.mid,Bach,1,4,384,,D,3,4,8,24,C#,0,True,False,0.0,17.0,13.0,4.0,21.0,0.0,20.0,11.0,3.0,10.0,5.0,14.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpson3c_7.mid,Chopin,1,2,384,C,E,4,4,8,96,G#,0,True,False,4.0,18.0,3.0,23.0,14.0,1.0,17.0,0.0,24.0,9.0,7.0,27.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh85rajah_7.mid,Hays,1,3,96,Eb,D#,2,4,8,24,A#,0,True,False,10.0,0.0,24.0,27.0,2.0,45.0,2.0,26.0,23.0,4.0,39.0,1.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chpson3c_8.mid,Chopin,1,2,384,C,G#,4,4,8,96,D#,0,True,False,23.0,12.0,0.0,18.0,4.0,23.0,0.0,14.0,23.0,0.0,13.0,1.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0563 Fantasie con imitation_7.mid,Bach,1,4,384,,D,3,4,8,24,A,0,True,False,0.0,15.0,12.0,6.0,20.0,0.0,20.0,10.0,0.0,6.0,6.0,17.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0563 Fantasie con imitation_8.mid,Bach,1,4,384,,D,3,4,8,24,B,0,True,False,0.0,2.0,2.0,4.0,11.0,0.0,10.0,10.0,0.0,6.0,2.0,13.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh85rajah_9.mid,Hays,1,3,96,Eb,D#,2,4,8,24,D#,0,True,False,20.0,0.0,13.0,32.0,4.0,25.0,0.0,37.0,22.0,5.0,52.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chp_op18_format0_1.mid,Chopin,1,2,480,Eb,D#,3,4,8,24,C#,0,True,False,4.0,9.0,10.0,25.0,2.0,26.0,0.0,30.0,25.0,0.0,50.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh87dgod_0.mid,Hays,1,10,96,Eb,D#,4,4,8,24,G,3.1388904583333335,True,False,40.0,1.0,42.0,80.0,0.0,37.0,134.0,37.0,15.0,4.0,64.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chp_op18_format0_10.mid,Chopin,1,2,480,Db,C#,3,4,8,24,F,0,True,False,13.0,27.0,2.0,28.0,1.0,17.0,20.0,0.0,46.0,0.0,16.0,8.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh87dgod_1.mid,Hays,1,10,96,Eb,D#,4,4,8,24,F,0,True,False,61.0,2.0,50.0,188.0,0.0,27.0,58.0,66.0,46.0,3.0,122.0,3.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chp_op18_format0_11.mid,Chopin,1,2,480,Db,C#,3,4,8,24,F,0,True,False,19.0,25.0,0.0,26.0,12.0,40.0,20.0,2.0,15.0,8.0,22.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0564 Toccata Adagio and Fugue_11.mid,Bach,1,2,120,C,C,4,4,8,24,C,0,True,False,6.0,2.0,6.0,3.0,5.0,5.0,6.0,10.0,2.0,9.0,4.0,6.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0564 Toccata Adagio and Fugue_12.mid,Bach,1,2,120,C,C,4,4,8,24,G,0,True,False,15.0,0.0,6.0,0.0,10.0,9.0,0.0,11.0,3.0,3.0,0.0,8.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chp_op18_format0_13.mid,Chopin,1,2,480,Db,C#,3,4,8,24,F,0,True,False,19.0,25.0,0.0,26.0,12.0,40.0,20.0,2.0,15.0,8.0,22.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh87dolc_0.mid,Hays,1,7,96,Eb,D#,1,4,8,24,A#,0.3850444375,True,False,18.0,0.0,2.0,62.0,0.0,5.0,0.0,65.0,19.0,0.0,38.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chp_op18_format0_15.mid,Chopin,1,2,480,Db,F#,3,4,8,24,F,0,True,False,12.0,29.0,3.0,24.0,0.0,14.0,21.0,4.0,29.0,2.0,21.0,12.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh87dolc_1.mid,Hays,1,7,96,Eb,D#,4,4,8,24,G,0,True,False,30.0,0.0,12.0,154.0,0.0,14.0,0.0,81.0,53.0,5.0,95.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0564 Toccata Adagio and Fugue_16.mid,Bach,1,2,120,C,G,4,4,8,24,B,0,True,False,60.0,3.0,38.0,18.0,73.0,19.0,37.0,92.0,0.0,48.0,1.0,62.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh87dolc_2.mid,Hays,1,7,96,Eb,D#,4,4,8,24,G#,0,True,False,27.0,0.0,7.0,112.0,0.0,16.0,0.0,86.0,28.0,5.0,68.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chp_op18_format0_17.mid,Chopin,1,2,480,Eb,D#,3,4,8,24,A#,0,True,False,12.0,6.0,8.0,40.0,3.0,25.0,0.0,23.0,35.0,0.0,38.0,4.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh87dolc_3.mid,Hays,1,7,96,Eb,D#,4,4,8,24,G#,0,True,False,21.0,0.0,7.0,96.0,0.0,3.0,0.0,40.0,44.0,0.0,55.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Chopin\chp_op18_format0_18.mid,Chopin,1,2,480,Eb,G#,3,4,8,24,F,0,True,False,21.0,10.0,9.0,42.0,3.0,38.0,0.0,16.0,38.0,0.0,16.0,7.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh87josephine_0.mid,Hays,1,7,96,Bb,A#,1,4,8,24,F,0.59895809375,True,False,17.0,0.0,19.0,16.0,4.0,37.0,3.0,18.0,0.0,14.0,35.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0564 Toccata Adagio and Fugue_19.mid,Bach,1,2,120,C,C,4,4,8,24,G,0,True,False,52.0,0.0,37.0,0.0,34.0,22.0,11.0,60.0,0.0,27.0,5.0,27.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bwv0564 Toccata Adagio and Fugue_2.mid,Bach,1,2,120,C,C,4,4,8,24,E,0,True,False,62.0,6.0,86.0,0.0,58.0,26.0,19.0,89.0,5.0,56.0,3.0,61.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh87josephine_2.mid,Hays,1,7,96,Bb,A#,3,4,8,24,F,0,True,False,25.0,0.0,38.0,29.0,4.0,65.0,3.0,25.0,0.0,17.0,54.0,0.0
